study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	library_source	experiment_title	study_alias	run_alias	fastq_ftp	submitted_ftp	sample_alias	sample_title
PRJNA484107	SAMN09759886	SRS3621632	SRX4500845	SRR7637535	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SPI_025_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SPI_025_1	PRJNA484107	SPI_025_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637535/SRR7637535.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637535/SRR7637535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637535/SRR7637535_2.fastq.gz		SPI_025_1	SPI_025_1
PRJNA484107	SAMN09759887	SRS3621631	SRX4500844	SRR7637536	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	SPI_026_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; SPI_026_1	PRJNA484107	SPI_026_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637536/SRR7637536.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637536/SRR7637536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637536/SRR7637536_2.fastq.gz		SPI_026_1	SPI_026_1
PRJNA484107	SAMN09759797	SRS3621630	SRX4500843	SRR7637537	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	KAS_019_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; KAS_019_1	PRJNA484107	KAS_019_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637537/SRR7637537.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637537/SRR7637537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637537/SRR7637537_2.fastq.gz		KAS_019_1	KAS_019_1
PRJNA484107	SAMN09759952	SRS3621629	SRX4500842	SRR7637538	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TZI_003_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TZI_003_1	PRJNA484107	TZI_003_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637538/SRR7637538.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637538/SRR7637538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637538/SRR7637538_2.fastq.gz		TZI_003_1	TZI_003_1
PRJNA484107	SAMN09759953	SRS3621628	SRX4500841	SRR7637539	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TZI_007_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TZI_007_1	PRJNA484107	TZI_007_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637539/SRR7637539.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637539/SRR7637539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637539/SRR7637539_2.fastq.gz		TZI_007_1	TZI_007_1
PRJNA484107	SAMN09759954	SRS3621627	SRX4500840	SRR7637540	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TZI_008_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TZI_008_1	PRJNA484107	TZI_008_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637540/SRR7637540.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637540/SRR7637540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637540/SRR7637540_2.fastq.gz		TZI_008_1	TZI_008_1
PRJNA484107	SAMN09759955	SRS3621626	SRX4500839	SRR7637541	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TZI_013_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TZI_013_1	PRJNA484107	TZI_013_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637541/SRR7637541.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637541/SRR7637541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637541/SRR7637541_2.fastq.gz		TZI_013_1	TZI_013_1
PRJNA484107	SAMN09759806	SRS3621625	SRX4500838	SRR7637542	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	KOS_008_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; KOS_008_1	PRJNA484107	KOS_008_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637542/SRR7637542.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637542/SRR7637542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637542/SRR7637542_2.fastq.gz		KOS_008_1	KOS_008_1
PRJNA484107	SAMN09759807	SRS3621624	SRX4500837	SRR7637543	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	KOS_010_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; KOS_010_1	PRJNA484107	KOS_010_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637543/SRR7637543.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637543/SRR7637543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637543/SRR7637543_2.fastq.gz		KOS_010_1	KOS_010_1
PRJNA484107	SAMN09759950	SRS3621623	SRX4500836	SRR7637544	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TRT_001_x	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TRT_001_x	PRJNA484107	TRT_001_x_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637544/SRR7637544.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637544/SRR7637544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637544/SRR7637544_2.fastq.gz		TRT_001_x	TRT_001_x
PRJNA484107	SAMN09759951	SRS3621622	SRX4500835	SRR7637545	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TZI_001_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TZI_001_1	PRJNA484107	TZI_001_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637545/SRR7637545.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637545/SRR7637545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637545/SRR7637545_2.fastq.gz		TZI_001_1	TZI_001_1
PRJNA484107	SAMN09759802	SRS3621621	SRX4500834	SRR7637546	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	KAS_032_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; KAS_032_1	PRJNA484107	KAS_032_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637546/SRR7637546.fastq.gz		KAS_032_1	KAS_032_1
PRJNA484107	SAMN09759803	SRS3621620	SRX4500833	SRR7637547	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	KOS_001_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; KOS_001_1	PRJNA484107	KOS_001_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637547/SRR7637547.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637547/SRR7637547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637547/SRR7637547_2.fastq.gz		KOS_001_1	KOS_001_1
PRJNA484107	SAMN09759804	SRS3621619	SRX4500832	SRR7637548	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	KOS_005_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; KOS_005_1	PRJNA484107	KOS_005_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637548/SRR7637548.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637548/SRR7637548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637548/SRR7637548_2.fastq.gz		KOS_005_1	KOS_005_1
PRJNA484107	SAMN09759805	SRS3621618	SRX4500831	SRR7637549	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	KOS_007_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; KOS_007_1	PRJNA484107	KOS_007_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637549/SRR7637549.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637549/SRR7637549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637549/SRR7637549_2.fastq.gz		KOS_007_1	KOS_007_1
PRJNA484107	SAMN09759798	SRS3621617	SRX4500830	SRR7637550	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	KAS_027_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; KAS_027_1	PRJNA484107	KAS_027_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637550/SRR7637550.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637550/SRR7637550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637550/SRR7637550_2.fastq.gz		KAS_027_1	KAS_027_1
PRJNA484107	SAMN09759799	SRS3621616	SRX4500829	SRR7637551	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	KAS_029_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; KAS_029_1	PRJNA484107	KAS_029_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637551/SRR7637551.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637551/SRR7637551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637551/SRR7637551_2.fastq.gz		KAS_029_1	KAS_029_1
PRJNA484107	SAMN09759800	SRS3621615	SRX4500828	SRR7637552	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	KAS_030_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; KAS_030_1	PRJNA484107	KAS_030_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637552/SRR7637552.fastq.gz		KAS_030_1	KAS_030_1
PRJNA484107	SAMN09759801	SRS3621614	SRX4500827	SRR7637553	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	KAS_031_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; KAS_031_1	PRJNA484107	KAS_031_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637553/SRR7637553.fastq.gz		KAS_031_1	KAS_031_1
PRJNA484107	SAMN09759928	SRS3621613	SRX4500826	SRR7637554	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TKO_001_t	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TKO_001_t	PRJNA484107	TKO_001_t_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637554/SRR7637554.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637554/SRR7637554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/004/SRR7637554/SRR7637554_2.fastq.gz		TKO_001_t	TKO_001_t
PRJNA484107	SAMN09759763	SRS3621612	SRX4500825	SRR7637555	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	GOR_001_t	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; GOR_001_t	PRJNA484107	GOR_001_t_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637555/SRR7637555.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637555/SRR7637555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/005/SRR7637555/SRR7637555_2.fastq.gz		GOR_001_t	GOR_001_t
PRJNA484107	SAMN09759764	SRS3621611	SRX4500824	SRR7637556	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	GUL_001_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; GUL_001_1	PRJNA484107	GUL_001_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637556/SRR7637556.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637556/SRR7637556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/006/SRR7637556/SRR7637556_2.fastq.gz		GUL_001_1	GUL_001_1
PRJNA484107	SAMN09759765	SRS3621610	SRX4500823	SRR7637557	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	GUL_002_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; GUL_002_1	PRJNA484107	GUL_002_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637557/SRR7637557.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637557/SRR7637557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/007/SRR7637557/SRR7637557_2.fastq.gz		GUL_002_1	GUL_002_1
PRJNA484107	SAMN09759758	SRS3621609	SRX4500822	SRR7637558	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	GOR_001_c	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; GOR_001_c	PRJNA484107	GOR_001_c_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637558/SRR7637558.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637558/SRR7637558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/008/SRR7637558/SRR7637558_2.fastq.gz		GOR_001_c	GOR_001_c
PRJNA484107	SAMN09759759	SRS3621608	SRX4500821	SRR7637559	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	GOR_001_e	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; GOR_001_e	PRJNA484107	GOR_001_e_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637559/SRR7637559.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637559/SRR7637559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/009/SRR7637559/SRR7637559_2.fastq.gz		GOR_001_e	GOR_001_e
PRJNA484107	SAMN09759929	SRS3621607	SRX4500820	SRR7637560	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TRD_001_a	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TRD_001_a	PRJNA484107	TRD_001_a_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637560/SRR7637560.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637560/SRR7637560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/000/SRR7637560/SRR7637560_2.fastq.gz		TRD_001_a	TRD_001_a
PRJNA484107	SAMN09759957	SRS3621606	SRX4500819	SRR7637561	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	TZI_021_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; TZI_021_1	PRJNA484107	TZI_021_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637561/SRR7637561.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637561/SRR7637561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/001/SRR7637561/SRR7637561_2.fastq.gz		TZI_021_1	TZI_021_1
PRJNA484107	SAMN09759766	SRS3621605	SRX4500818	SRR7637562	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	GUL_003_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; GUL_003_1	PRJNA484107	GUL_003_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637562/SRR7637562.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637562/SRR7637562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/002/SRR7637562/SRR7637562_2.fastq.gz		GUL_003_1	GUL_003_1
PRJNA484107	SAMN09759767	SRS3621604	SRX4500817	SRR7637563	38785	Arabidopsis arenosa	ILLUMINA	Illumina HiSeq 2500	GUL_004_1	PAIRED	GENOMIC	Illumina HiSeq 2500 sequencing; GUL_004_1	PRJNA484107	GUL_004_1_realigned.bam	ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637563/SRR7637563.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637563/SRR7637563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR763/003/SRR7637563/SRR7637563_2.fastq.gz		GUL_004_1	GUL_004_1
