oa_id	ecotype_id	sample_name	latitude	longitude	locality	country	collector	collection_date	cs_number	sra_run	biosample	bioproject	library_layout	instrument_model	species	internal_data	internal_sample_name	elevation	ploidy	collection_notes	pooled_plants	include	country_code	country_name	dataset
OAAN0012		TRE_014_1	48.89417	18.04472	Trenčín	Slovakia				SRR7637284	SAMN09759940	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			280	tetraploid	rocks at the castle ruin, calcareous		Y	SVK	Slovakia	AN
OAAN0013		KOW_001_a12	50.763153	15.8439	Kowary	Poland				SRR7637285	SAMN09759817	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			670	tetraploid	secondary gravel		Y	POL	Poland	AN
OAAN0014		KOW_001_a11	50.763153	15.8439	Kowary	Poland				SRR7637286	SAMN09759816	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			670	tetraploid	secondary gravel		Y	POL	Poland	AN
OAAN0015		TRT_001_co	49.24932	20.20498	Tristárska dolina	Slovakia				SRR7637287	SAMN09759945	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			1700	tetraploid	alpine scree, limestone		Y	SVK	Slovakia	AN
OAAN0016		TRT_001_bk	49.24932	20.20498	Tristárska dolina	Slovakia				SRR7637288	SAMN09759944	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			1700	tetraploid	alpine scree, limestone		Y	SVK	Slovakia	AN
OAAN0017		TRE_010_1	48.89417	18.04472	Trenčín	Slovakia				SRR7637289	SAMN09759937	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			280	tetraploid	rocks at the castle ruin, calcareous		Y	SVK	Slovakia	AN
OAAN0018		TRE_022_1	48.89417	18.04472	Trenčín	Slovakia				SRR7637290	SAMN09759942	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			280	tetraploid	rocks at the castle ruin, calcareous		Y	SVK	Slovakia	AN
OAAN0019		KOW_001_a05	50.763153	15.8439	Kowary	Poland				SRR7637291	SAMN09759811	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			670	tetraploid	secondary gravel		Y	POL	Poland	AN
OAAN0020		KOW_001_a04	50.763153	15.8439	Kowary	Poland				SRR7637292	SAMN09759810	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			670	tetraploid	secondary gravel		Y	POL	Poland	AN
OAAN0021		KOS_012_1	47.74694	13.68972	Kößlbach	Austria				SRR7637293	SAMN09759809	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			467	tetraploid	mixed rocky riverbed and adjacent railway bank, calcareous rocks + railway ballast		Y	AUT	Austria	AN
OAAN0022		KOS_011_1	47.74694	13.68972	Kößlbach	Austria				SRR7637294	SAMN09759808	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			467	tetraploid	mixed rocky riverbed and adjacent railway bank, calcareous rocks + railway ballast		Y	AUT	Austria	AN
OAAN0023		KOW_001_a09	50.763153	15.8439	Kowary	Poland				SRR7637295	SAMN09759815	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			670	tetraploid	secondary gravel		Y	POL	Poland	AN
OAAN0024		KOW_001_a08	50.763153	15.8439	Kowary	Poland				SRR7637296	SAMN09759814	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			670	tetraploid	secondary gravel		Y	POL	Poland	AN
OAAN0025		KOW_001_a07	50.763153	15.8439	Kowary	Poland				SRR7637297	SAMN09759813	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			670	tetraploid	secondary gravel		Y	POL	Poland	AN
OAAN0026		KOW_001_a06	50.763153	15.8439	Kowary	Poland				SRR7637298	SAMN09759812	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			670	tetraploid	secondary gravel		Y	POL	Poland	AN
OAAN0027		FOJ_001_c	43.97502	17.82446	Fojnica	Bosnia and Herzegovina				SRR7637299	SAMN09759749	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			754	diploid	shady rocky slope, silicate - acidic schists		Y	BIH	Bosnia & Herzegovina	AN
OAAN0028		FOJ_001_b	43.97502	17.82446	Fojnica	Bosnia and Herzegovina				SRR7637300	SAMN09759748	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			754	diploid	shady rocky slope, silicate - acidic schists		Y	BIH	Bosnia & Herzegovina	AN
OAAN0029		FOJ_001_e	43.97502	17.82446	Fojnica	Bosnia and Herzegovina				SRR7637301	SAMN09759751	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			754	diploid	shady rocky slope, silicate - acidic schists		Y	BIH	Bosnia & Herzegovina	AN
OAAN0030		FOJ_001_d	43.97502	17.82446	Fojnica	Bosnia and Herzegovina				SRR7637302	SAMN09759750	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			754	diploid	shady rocky slope, silicate - acidic schists		Y	BIH	Bosnia & Herzegovina	AN
OAAN0031		FOJ_001_g	43.97502	17.82446	Fojnica	Bosnia and Herzegovina				SRR7637303	SAMN09759753	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			754	diploid	shady rocky slope, silicate - acidic schists		Y	BIH	Bosnia & Herzegovina	AN
OAAN0032		FOJ_001_f	43.97502	17.82446	Fojnica	Bosnia and Herzegovina				SRR7637304	SAMN09759752	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			754	diploid	shady rocky slope, silicate - acidic schists		Y	BIH	Bosnia & Herzegovina	AN
OAAN0033		FOJ_001_n	43.97502	17.82446	Fojnica	Bosnia and Herzegovina				SRR7637305	SAMN09759755	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			754	diploid	shady rocky slope, silicate - acidic schists		Y	BIH	Bosnia & Herzegovina	AN
OAAN0034		FOJ_001_h	43.97502	17.82446	Fojnica	Bosnia and Herzegovina				SRR7637306	SAMN09759754	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			754	diploid	shady rocky slope, silicate - acidic schists		Y	BIH	Bosnia & Herzegovina	AN
OAAN0035		GOR_001_b	44.26528	21.54271	Gornjak	Serbia				SRR7637307	SAMN09759757	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			184	diploid	shady rocks, limestone		Y	SRB	Serbia	AN
OAAN0036		GOR_001_a	44.26528	21.54271	Gornjak	Serbia				SRR7637308	SAMN09759756	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			184	diploid	shady rocks, limestone		Y	SRB	Serbia	AN
OAAN0037		CRO_001_bb	44.53147	15.19402	Ljubičko Brdo + Zavižan	Croatia				SRR7637309	SAMN09759735	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis croatica			1076	diploid	limestone rocks		Y	HRV	Croatia	AN
OAAN0038		CHO_001_h	50.59298	5.44383	Chokier	Belgium				SRR7637310	SAMN09759734	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			103	tetraploid	rocky slopes, limestone/chalk		Y	BEL	Belgium	AN
OAAN0039		CHO_001_g	50.59298	5.44383	Chokier	Belgium				SRR7637311	SAMN09759733	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			103	tetraploid	rocky slopes, limestone/chalk		Y	BEL	Belgium	AN
OAAN0040		CHO_001_f	50.59298	5.44383	Chokier	Belgium				SRR7637312	SAMN09759732	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			103	tetraploid	rocky slopes, limestone/chalk		Y	BEL	Belgium	AN
OAAN0041		CHO_001_e	50.59298	5.44383	Chokier	Belgium				SRR7637313	SAMN09759731	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			103	tetraploid	rocky slopes, limestone/chalk		Y	BEL	Belgium	AN
OAAN0042		CHO_001_d	50.59298	5.44383	Chokier	Belgium				SRR7637314	SAMN09759730	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			103	tetraploid	rocky slopes, limestone/chalk		Y	BEL	Belgium	AN
OAAN0043		CHO_001_c	50.59298	5.44383	Chokier	Belgium				SRR7637315	SAMN09759729	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			103	tetraploid	rocky slopes, limestone/chalk		Y	BEL	Belgium	AN
OAAN0044		CHO_001_b	50.59298	5.44383	Chokier	Belgium				SRR7637316	SAMN09759728	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			103	tetraploid	rocky slopes, limestone/chalk		Y	BEL	Belgium	AN
OAAN0045		BEL_001_j	46.16167	16.115	Belecgrad	Croatia				SRR7637317	SAMN09759701	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			550	diploid	open sites in the forest and walls of the castle ruin, limestone		Y	HRV	Croatia	AN
OAAN0046		CRO_002_b	44.53147	15.19402	Ljubičko Brdo + Zavižan	Croatia				SRR7637318	SAMN09759737	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis croatica			1076	diploid	limestone rocks		Y	HRV	Croatia	AN
OAAN0047		CRO_001_be	44.53147	15.19402	Ljubičko Brdo + Zavižan	Croatia				SRR7637319	SAMN09759736	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis croatica			1076	diploid	limestone rocks		Y	HRV	Croatia	AN
OAAN0048		BEL_001_m	46.16167	16.115	Belecgrad	Croatia				SRR7637320	SAMN09759703	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			550	diploid	open sites in the forest and walls of the castle ruin, limestone		Y	HRV	Croatia	AN
OAAN0049		WEK_001_a	48.405022	15.47296	Weißenkirchen	Austria				SRR7637321	SAMN09759976	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			359	tetraploid	oak-pine forest and former vineyard, silicate		Y	AUT	Austria	AN
OAAN0050		WEK_001_b	48.405022	15.47296	Weißenkirchen	Austria				SRR7637322	SAMN09759977	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			359	tetraploid	oak-pine forest and former vineyard, silicate		Y	AUT	Austria	AN
OAAN0051		VID_001_n	45.36392	24.63756	Vidraru	Romania				SRR7637323	SAMN09759974	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			900	diploid	disturbed site in beech forest above road, silicate		Y	ROU	Romania	AN
OAAN0052		VID_001_o	45.36392	24.63756	Vidraru	Romania				SRR7637324	SAMN09759975	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			900	diploid	disturbed site in beech forest above road, silicate		Y	ROU	Romania	AN
OAAN0053		VID_001_k	45.36392	24.63756	Vidraru	Romania				SRR7637325	SAMN09759972	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			900	diploid	disturbed site in beech forest above road, silicate		Y	ROU	Romania	AN
OAAN0054		VID_001_m	45.36392	24.63756	Vidraru	Romania				SRR7637326	SAMN09759973	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			900	diploid	disturbed site in beech forest above road, silicate		Y	ROU	Romania	AN
OAAN0055		VID_001_c	45.36392	24.63756	Vidraru	Romania				SRR7637327	SAMN09759970	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			900	diploid	disturbed site in beech forest above road, silicate		Y	ROU	Romania	AN
OAAN0056		VID_001_e	45.36392	24.63756	Vidraru	Romania				SRR7637328	SAMN09759971	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			900	diploid	disturbed site in beech forest above road, silicate		Y	ROU	Romania	AN
OAAN0057		VID_001_a	45.36392	24.63756	Vidraru	Romania				SRR7637329	SAMN09759968	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			900	diploid	disturbed site in beech forest above road, silicate		Y	ROU	Romania	AN
OAAN0058		VID_001_b	45.36392	24.63756	Vidraru	Romania				SRR7637330	SAMN09759969	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			900	diploid	disturbed site in beech forest above road, silicate		Y	ROU	Romania	AN
OAAN0059		LAC_001_d	45.59535	24.63458	Lacul Capra	Romania				SRR7637331	SAMN09759824	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			2092	tetraploid	alpine scree, base enriched silicate		Y	ROU	Romania	AN
OAAN0060		LAC_001_f	45.59535	24.63458	Lacul Capra	Romania				SRR7637332	SAMN09759825	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			2092	tetraploid	alpine scree, base enriched silicate		Y	ROU	Romania	AN
OAAN0061		KZL_021_1	47.72444	18.77917	Kesztölc	Hungary				SRR7637333	SAMN09759822	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			330	diploid	calcareous		Y	HUN	Hungary	AN
OAAN0062		LAC_001_c	45.59535	24.63458	Lacul Capra	Romania				SRR7637334	SAMN09759823	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			2092	tetraploid	alpine scree, base enriched silicate		Y	ROU	Romania	AN
OAAN0063		KZL_017_1	47.72444	18.77917	Kesztölc	Hungary				SRR7637335	SAMN09759820	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			330	diploid	calcareous		Y	HUN	Hungary	AN
OAAN0064		KZL_020_1	47.72444	18.77917	Kesztölc	Hungary				SRR7637336	SAMN09759821	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			330	diploid	calcareous		Y	HUN	Hungary	AN
OAAN0065		KZL_004_1	47.72444	18.77917	Kesztölc	Hungary				SRR7637337	SAMN09759818	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			330	diploid	calcareous		Y	HUN	Hungary	AN
OAAN0066		KZL_009_1	47.72444	18.77917	Kesztölc	Hungary				SRR7637338	SAMN09759819	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			330	diploid	calcareous		Y	HUN	Hungary	AN
OAAN0067		HNI_003_1	48.8775	20.5275	Hnilčík	Slovakia				SRR7637339	SAMN09759785	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			836	diploid	siliceous - schists and sandstones		Y	SVK	Slovakia	AN
OAAN0068		HNI_004_1	48.8775	20.5275	Hnilčík	Slovakia				SRR7637340	SAMN09759786	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			836	diploid	siliceous - schists and sandstones		Y	SVK	Slovakia	AN
OAAN0069		LAC_001_i	45.59535	24.63458	Lacul Capra	Romania				SRR7637341	SAMN09759826	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			2092	tetraploid	alpine scree, base enriched silicate		Y	ROU	Romania	AN
OAAN0070		LAC_001_l	45.59535	24.63458	Lacul Capra	Romania				SRR7637342	SAMN09759827	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			2092	tetraploid	alpine scree, base enriched silicate		Y	ROU	Romania	AN
OAAN0071		DRA_001_b	45.44164	25.22394	Dambovicioara Dracula’s limestone gorge	Romania				SRR7637343	SAMN09759740	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			858	tetraploid			Y	ROU	Romania	AN
OAAN0072		DRA_001_c	45.44164	25.22394	Dambovicioara Dracula’s limestone gorge	Romania				SRR7637344	SAMN09759741	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			858	tetraploid			Y	ROU	Romania	AN
OAAN0073		CRO_002_g	44.53147	15.19402	Ljubičko Brdo + Zavižan	Croatia				SRR7637345	SAMN09759738	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis croatica			1076	diploid	limestone rocks		Y	HRV	Croatia	AN
OAAN0074		DFS_001_1	62.922218	15.95832	Deadfalls	Sweden				SRR7637346	SAMN09759739	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			330	tetraploid			Y	SWE	Sweden	AN
OAAN0075		DRA_001_i	45.44164	25.22394	Dambovicioara Dracula’s limestone gorge	Romania				SRR7637347	SAMN09759744	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			858	tetraploid			Y	ROU	Romania	AN
OAAN0076		TRE_013_1	48.89417	18.04472	Trenčín	Slovakia				SRR7637348	SAMN09759939	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			280	tetraploid	rocks at the castle ruin, calcareous		Y	SVK	Slovakia	AN
OAAN0077		DRA_001_e	45.44164	25.22394	Dambovicioara Dracula’s limestone gorge	Romania				SRR7637349	SAMN09759742	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			858	tetraploid			Y	ROU	Romania	AN
OAAN0078		DRA_001_h	45.44164	25.22394	Dambovicioara Dracula’s limestone gorge	Romania				SRR7637350	SAMN09759743	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			858	tetraploid			Y	ROU	Romania	AN
OAAN0079		DRA_001_l	45.44164	25.22394	Dambovicioara Dracula’s limestone gorge	Romania				SRR7637351	SAMN09759746	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			858	tetraploid			Y	ROU	Romania	AN
OAAN0080		DRA_001_o	45.44164	25.22394	Dambovicioara Dracula’s limestone gorge	Romania				SRR7637352	SAMN09759747	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			858	tetraploid			Y	ROU	Romania	AN
OAAN0081		HNE_014_1	48.26694	19	Hontianske Nemce	Hungary				SRR7637353	SAMN09759780	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			280	diploid	siliceous – volcanites		Y	HUN	Hungary	AN
OAAN0082		BIH_001_j	44.88181	15.89882	Bihać	Bosnia and Herzegovina				SRR7637354	SAMN09759718	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			217	diploid	rocks, limestone		Y	BIH	Bosnia & Herzegovina	AN
OAAN0083		BIH_001_k	44.88181	15.89882	Bihać	Bosnia and Herzegovina				SRR7637355	SAMN09759719	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			217	diploid	rocks, limestone		Y	BIH	Bosnia & Herzegovina	AN
OAAN0084		BIH_001_l	44.88181	15.89882	Bihać	Bosnia and Herzegovina				SRR7637356	SAMN09759720	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			217	diploid	rocks, limestone		Y	BIH	Bosnia & Herzegovina	AN
OAAN0085		BIH_001_p	44.88181	15.89882	Bihać	Bosnia and Herzegovina				SRR7637357	SAMN09759721	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			217	diploid	rocks, limestone		Y	BIH	Bosnia & Herzegovina	AN
OAAN0086		BRD_001_a	50.04967	13.89081	Brdatka	Czech Republic				SRR7637358	SAMN09759722	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			350	tetraploid	open forest in river canyon, silicate		Y	CZE	Czechia	AN
OAAN0087		BRD_001_c	50.04967	13.89081	Brdatka	Czech Republic				SRR7637359	SAMN09759723	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			350	tetraploid	open forest in river canyon, silicate		Y	CZE	Czechia	AN
OAAN0088		BRD_001_d	50.04967	13.89081	Brdatka	Czech Republic				SRR7637360	SAMN09759724	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			350	tetraploid	open forest in river canyon, silicate		Y	CZE	Czechia	AN
OAAN0089		BRD_001_i	50.04967	13.89081	Brdatka	Czech Republic				SRR7637361	SAMN09759725	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			350	tetraploid	open forest in river canyon, silicate		Y	CZE	Czechia	AN
OAAN0090		STE_014_1	52.28028	16.70944	Stęszew	Poland				SRR7637362	SAMN09759899	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			80	tetraploid	railway, secondary		Y	POL	Poland	AN
OAAN0091		CHO_001_a	50.59298	5.44383	Chokier	Belgium				SRR7637363	SAMN09759727	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			103	tetraploid	rocky slopes, limestone/chalk		Y	BEL	Belgium	AN
OAAN0092		HOC_020_1	47.37	15.38667	Hochlantsch	Austria				SRR7637364	SAMN09759793	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			580	tetraploid			Y	AUT	Austria	AN
OAAN0093		STE_013_1	52.28028	16.70944	Stęszew	Poland				SRR7637365	SAMN09759898	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			80	tetraploid	railway, secondary		Y	POL	Poland	AN
OAAN0094		KAS_016_1	46.68833	14.87167	Kasparstein	Austria				SRR7637366	SAMN09759795	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			660	tetraploid	limestone rocks around the castle ruin		Y	AUT	Austria	AN
OAAN0095		VEL_001_o	49.162	20.15419	Velická dolina	Slovakia				SRR7637367	SAMN09759967	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			1823	diploid	alluvial gravel, wet rocks, alpine, neutral – lime-enriched silicate (mylonite)		Y	SVK	Slovakia	AN
OAAN0096		VEL_001_n	49.162	20.15419	Velická dolina	Slovakia				SRR7637368	SAMN09759966	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			1823	diploid	alluvial gravel, wet rocks, alpine, neutral – lime-enriched silicate (mylonite)		Y	SVK	Slovakia	AN
OAAN0097		VEL_001_e	49.162	20.15419	Velická dolina	Slovakia				SRR7637369	SAMN09759963	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			1823	diploid	alluvial gravel, wet rocks, alpine, neutral – lime-enriched silicate (mylonite)		Y	SVK	Slovakia	AN
OAAN0098		VEL_001_d	49.162	20.15419	Velická dolina	Slovakia				SRR7637370	SAMN09759962	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			1823	diploid	alluvial gravel, wet rocks, alpine, neutral – lime-enriched silicate (mylonite)		Y	SVK	Slovakia	AN
OAAN0099		VEL_001_l	49.162	20.15419	Velická dolina	Slovakia				SRR7637371	SAMN09759965	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			1823	diploid	alluvial gravel, wet rocks, alpine, neutral – lime-enriched silicate (mylonite)		Y	SVK	Slovakia	AN
OAAN0100		VEL_001_k	49.162	20.15419	Velická dolina	Slovakia				SRR7637372	SAMN09759964	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			1823	diploid	alluvial gravel, wet rocks, alpine, neutral – lime-enriched silicate (mylonite)		Y	SVK	Slovakia	AN
OAAN0101		TZI_031_1	46.56667	23.67417	Cheile Turzii	Romania				SRR7637373	SAMN09759959	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			511	tetraploid	limestone gorge		Y	ROU	Romania	AN
OAAN0102		TZI_027_1	46.56667	23.67417	Cheile Turzii	Romania				SRR7637374	SAMN09759958	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			511	tetraploid	limestone gorge		Y	ROU	Romania	AN
OAAN0103		VEL_001_b	49.162	20.15419	Velická dolina	Slovakia				SRR7637375	SAMN09759961	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			1823	diploid	alluvial gravel, wet rocks, alpine, neutral – lime-enriched silicate (mylonite)		Y	SVK	Slovakia	AN
OAAN0104		VEL_001_a	49.162	20.15419	Velická dolina	Slovakia				SRR7637376	SAMN09759960	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			1823	diploid	alluvial gravel, wet rocks, alpine, neutral – lime-enriched silicate (mylonite)		Y	SVK	Slovakia	AN
OAAN0105		MIE_001_c	53.92109	14.421569999999999	Miedzyzdroje	Poland				SRR7637377	SAMN09759833	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			5	diploid	coastal sands, sand		Y	POL	Poland	AN
OAAN0106		MIE_001_b	53.92109	14.421569999999999	Miedzyzdroje	Poland				SRR7637378	SAMN09759832	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			5	diploid	coastal sands, sand		Y	POL	Poland	AN
OAAN0107		MIE_001_e	53.92109	14.421569999999999	Miedzyzdroje	Poland				SRR7637379	SAMN09759835	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			5	diploid	coastal sands, sand		Y	POL	Poland	AN
OAAN0108		MIE_001_d	53.92109	14.421569999999999	Miedzyzdroje	Poland				SRR7637380	SAMN09759834	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			5	diploid	coastal sands, sand		Y	POL	Poland	AN
OAAN0109		LAC_001_r	45.59535	24.63458	Lacul Capra	Romania				SRR7637381	SAMN09759829	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			2092	tetraploid	alpine scree, base enriched silicate		Y	ROU	Romania	AN
OAAN0110		LAC_001_p	45.59535	24.63458	Lacul Capra	Romania				SRR7637382	SAMN09759828	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			2092	tetraploid	alpine scree, base enriched silicate		Y	ROU	Romania	AN
OAAN0111		MIE_001_a	53.92109	14.421569999999999	Miedzyzdroje	Poland				SRR7637383	SAMN09759831	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			5	diploid	coastal sands, sand		Y	POL	Poland	AN
OAAN0112		LAC_001_t	45.59535	24.63458	Lacul Capra	Romania				SRR7637384	SAMN09759830	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			2092	tetraploid	alpine scree, base enriched silicate		Y	ROU	Romania	AN
OAAN0113		MIE_001_g	53.92109	14.421569999999999	Miedzyzdroje	Poland				SRR7637385	SAMN09759837	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			5	diploid	coastal sands, sand		Y	POL	Poland	AN
OAAN0114		MIE_001_f	53.92109	14.421569999999999	Miedzyzdroje	Poland				SRR7637386	SAMN09759836	PRJNA484107	PAIRED	Illumina HiSeq 2500	Arabidopsis arenosa			5	diploid	coastal sands, sand		Y	POL	Poland	AN
